"PERSON_ID","Emp_contract"
1923,"TEMP|1|6"
1929,"TEMP|1|6"
1931,"TEMP|1|6"
1937,"TEMP|1|6"
1939,"TEMP|2|1"
1943,"TEMP|2|2"
1947,"TEMP|1|6"
1948,"TEMP|1|6"
1950,"TEMP|2|1"
1953,"TEMP|1|6"
1960,"TEMP|2|1"
1971,"TEMP|1|6"
1975,"TEMP|1|6"
1976,"TEMP|1|5"
1982,"TEMP|1|6"
1987,"TEMP|1|6"
1992,"TEMP|1|6"
1995,"TEMP|1|6"
2012,"TEMP|1|6"
2014,"TEMP|1|6"
2017,"TEMP|1|6"
2020,"TEMP|1|6"
2022,"TEMP|1|5"
2028,"TEMP|1|6"
2031,"TEMP|1|6"
2036,"TEMP|1|6"
2042,"TEMP|1|6"
2044,"TEMP|1|6"
2052,"TEMP|2|2"
2056,"TEMP|1|5"
2062,"TEMP|1|6"
2067,"TEMP|1|6"
2068,"TEMP|1|1"
2075,"TEMP|1|6"
2079,"TEMP|2|1"
2080,"TEMP|1|6"
2084,"TEMP|1|6"
2086,"TEMP|1|6"
2089,"TEMP|1|6"
2090,"TEMP|1|6"
2092,"TEMP|2|1"
2096,"TEMP|1|6"
2097,"TEMP|1|6"
2102,"TEMP|1|6"
2104,"TEMP|1|6"
2108,"TEMP|1|6"
2112,"TEMP|1|6"
2115,"TEMP|2|1"
2116,"TEMP|1|6"
2118,"TEMP|1|6"
2121,"TEMP|1|6"
2130,"TEMP|1|6"
2132,"TEMP|1|6"
2143,"TEMP|1|6"
2144,"TEMP|1|6"
2145,"TEMP|1|6"
2153,"TEMP|1|6"
2155,"TEMP|1|6"
2167,"TEMP|1|5"
2168,"TEMP|1|6"
2173,"TEMP|1|6"
2182,"TEMP|1|6"
2188,"TEMP|1|6"
2189,"TEMP|1|6"
2192,"TEMP|1|6"
2210,"TEMP|1|6"
2213,"TEMP|1|6"
2217,"TEMP|1|6"
2218,"TEMP|1|6"
2223,"TEMP|1|6"
2242,"TEMP|1|5"
2249,"TEMP|2|1"
2250,"TEMP|1|5"
2253,"TEMP|2|1"
2257,"TEMP|1|6"
2259,"TEMP|1|5"
2263,"TEMP|1|6"
2264,"TEMP|1|6"
2265,"TEMP|1|6"
2269,"TEMP|1|6"
2270,"TEMP|2|1"
2272,"TEMP|1|6"
2281,"TEMP|1|6"
2284,"TEMP|1|6"
2285,"TEMP|1|6"
2288,"TEMP|1|6"
2290,"TEMP|1|6"
2291,"TEMP|2|1"
2293,"TEMP|1|6"
2303,"TEMP|1|5"
2309,"TEMP|1|1"
2315,"TEMP|2|1"
2327,"TEMP|1|6"
2329,"TEMP|1|6"
2331,"TEMP|1|6"
2333,"TEMP|2|2"
2334,"TEMP|1|6"
2341,"TEMP|1|6"
2343,"TEMP|2|1"
2346,"TEMP|1|6"
2347,"TEMP|1|6"
2353,"TEMP|1|4"
2356,"TEMP|2|2"
2360,"TEMP|1|5"
2368,"TEMP|1|6"
2370,"TEMP|1|6"
2375,"TEMP|1|6"
2376,"TEMP|1|5"
2377,"TEMP|1|6"
2379,"TEMP|1|5"
2381,"TEMP|1|6"
2382,"TEMP|1|6"
2383,"TEMP|1|6"
2387,"TEMP|1|5"
2393,"TEMP|1|6"
2403,"TEMP|1|6"
2404,"TEMP|1|5"
2405,"TEMP|1|5"
2407,"TEMP|1|6"
2409,"TEMP|1|6"
2414,"TEMP|1|6"
2415,"TEMP|1|6"
2418,"TEMP|1|6"
2419,"TEMP|1|6"
2420,"TEMP|1|6"
2427,"TEMP|1|6"
2446,"TEMP|2|2"
2449,"TEMP|1|6"
2452,"TEMP|1|6"
2455,"TEMP|1|6"
2456,"TEMP|1|6"
2462,"TEMP|1|6"
2463,"TEMP|1|1"
2468,"TEMP|1|6"
2472,"TEMP|1|6"
2475,"TEMP|1|6"
2478,"TEMP|2|1"
2487,"TEMP|1|6"
2490,"TEMP|1|6"
2505,"TEMP|2|2"
2517,"TEMP|2|1"
2518,"TEMP|1|6"
2519,"TEMP|1|6"
2520,"TEMP|2|1"
2521,"TEMP|1|5"
2529,"TEMP|1|6"
2531,"TEMP|1|6"
2532,"TEMP|1|6"
2533,"TEMP|1|2"
2535,"TEMP|1|6"
2537,"TEMP|1|6"
2551,"TEMP|1|6"
2554,"TEMP|1|6"
2555,"TEMP|2|1"
2561,"TEMP|1|6"
2563,"TEMP|1|6"
2567,"TEMP|1|6"
2574,"TEMP|1|6"
2575,"TEMP|2|1"
2576,"TEMP|2|2"
2577,"TEMP|1|6"
2578,"TEMP|1|6"
2582,"TEMP|1|6"
2592,"TEMP|1|5"
2594,"TEMP|1|6"
2595,"TEMP|2|1"
2596,"TEMP|1|6"
2597,"TEMP|1|6"
2598,"TEMP|2|1"
2599,"TEMP|1|6"
2603,"TEMP|1|6"
2613,"TEMP|2|1"
2627,"TEMP|1|5"
2629,"TEMP|2|1"
2634,"TEMP|1|5"
2640,"TEMP|1|5"
2649,"TEMP|1|6"
2652,"TEMP|1|6"
2659,"TEMP|1|5"
2664,"TEMP|1|2"
2675,"TEMP|1|6"
2676,"TEMP|1|6"
2679,"TEMP|1|6"
2680,"TEMP|1|6"
2684,"TEMP|1|5"
2692,"TEMP|1|3"
2694,"TEMP|2|1"
2695,"TEMP|1|6"
2707,"TEMP|1|6"
2709,"TEMP|1|6"
2720,"TEMP|1|6"
2728,"TEMP|1|6"
2731,"TEMP|1|5"
2736,"TEMP|1|6"
2742,"TEMP|1|6"
2745,"TEMP|1|6"
2746,"TEMP|1|6"
2757,"TEMP|1|6"
2758,"TEMP|1|6"
2760,"TEMP|1|6"
2766,"TEMP|2|1"
2771,"TEMP|1|5"
2772,"TEMP|1|6"
2774,"TEMP|1|5"
2775,"TEMP|1|6"
2778,"TEMP|1|3"
2785,"TEMP|1|5"
2791,"TEMP|1|6"
2793,"TEMP|1|1"
2797,"TEMP|1|5"
2800,"TEMP|1|6"
2803,"TEMP|1|1"
2808,"TEMP|2|1"
2812,"TEMP|1|6"
2818,"TEMP|1|6"
2819,"TEMP|1|6"
2829,"TEMP|2|1"
2832,"TEMP|1|5"
2833,"TEMP|1|6"
2834,"TEMP|2|1"
2835,"TEMP|1|6"
2838,"TEMP|1|6"
2848,"TEMP|1|6"
2854,"TEMP|2|1"
2864,"TEMP|1|6"
2866,"TEMP|1|6"
2868,"TEMP|1|6"
2871,"TEMP|1|6"
2875,"TEMP|1|6"
2877,"TEMP|1|1"
2884,"TEMP|2|1"
2895,"TEMP|1|6"
2897,"TEMP|1|6"
2899,"TEMP|2|2"
2900,"TEMP|1|6"
2906,"TEMP|1|1"
2907,"TEMP|1|5"
2909,"TEMP|1|6"
2910,"TEMP|2|3"
2913,"TEMP|2|1"
2916,"TEMP|1|6"
2922,"TEMP|1|6"
2934,"TEMP|1|6"
2936,"TEMP|1|6"
2938,"TEMP|1|6"
2943,"TEMP|2|2"
2946,"TEMP|1|5"
2952,"TEMP|2|2"
2956,"TEMP|1|6"
2959,"TEMP|1|6"
2971,"TEMP|1|6"
2982,"TEMP|1|6"
2984,"TEMP|1|6"
2991,"TEMP|1|6"
2992,"TEMP|1|6"
2997,"TEMP|1|6"
2999,"TEMP|1|6"
3001,"TEMP|1|6"
3003,"TEMP|2|1"
3011,"TEMP|1|2"
3012,"TEMP|1|6"
3014,"TEMP|1|6"
3025,"TEMP|1|6"
3029,"TEMP|2|1"
3035,"TEMP|1|6"
3041,"TEMP|1|6"
3046,"TEMP|1|6"
3050,"TEMP|1|6"
3051,"TEMP|1|5"
3052,"TEMP|1|6"
3054,"TEMP|1|6"
3055,"TEMP|1|6"
3060,"TEMP|1|6"
3062,"TEMP|1|6"
3064,"TEMP|1|6"
3066,"TEMP|1|6"
3072,"TEMP|1|6"
3078,"TEMP|1|6"
3083,"TEMP|1|6"
3085,"TEMP|1|5"
3099,"TEMP|2|1"
3106,"TEMP|1|6"
3108,"TEMP|1|6"
3109,"TEMP|1|1"
3114,"TEMP|1|6"
3116,"TEMP|1|6"
3117,"TEMP|2|1"
3122,"TEMP|2|2"
3127,"TEMP|1|5"
3139,"TEMP|1|6"
3142,"TEMP|2|1"
3146,"TEMP|1|6"
3147,"TEMP|1|5"
3149,"TEMP|1|6"
3150,"TEMP|1|6"
3154,"TEMP|1|6"
3158,"TEMP|1|6"
3165,"TEMP|1|6"
3166,"TEMP|2|1"
3172,"TEMP|2|1"
3178,"TEMP|1|6"
3180,"TEMP|1|6"
3183,"TEMP|1|6"
3185,"TEMP|1|5"
3186,"TEMP|1|6"
3189,"TEMP|1|5"
3191,"TEMP|1|5"
3200,"TEMP|1|6"
3201,"TEMP|1|3"
3202,"TEMP|1|6"
3203,"TEMP|1|6"
3205,"TEMP|1|5"
3209,"TEMP|1|6"
3213,"TEMP|1|6"
3215,"TEMP|1|6"
3220,"TEMP|1|6"
3233,"TEMP|1|5"
3241,"TEMP|1|5"
3242,"TEMP|1|6"
3248,"TEMP|1|6"
3254,"TEMP|1|6"
3268,"TEMP|1|2"
3270,"TEMP|2|1"
3275,"TEMP|1|6"
3276,"TEMP|1|6"
3281,"TEMP|1|5"
3287,"TEMP|1|6"
3290,"TEMP|1|6"
3292,"TEMP|1|6"
3293,"TEMP|1|6"
3295,"TEMP|1|6"
3308,"TEMP|1|6"
3310,"TEMP|1|6"
3313,"TEMP|1|6"
3315,"TEMP|1|5"
3316,"TEMP|1|6"
3318,"TEMP|1|6"
3322,"TEMP|2|2"
3324,"TEMP|2|1"
3325,"TEMP|1|6"
3336,"TEMP|2|1"
3338,"TEMP|1|6"
3346,"TEMP|1|3"
3350,"TEMP|1|6"
3353,"TEMP|1|6"
3359,"TEMP|1|6"
3362,"TEMP|1|6"
3370,"TEMP|1|6"
3371,"TEMP|2|1"
3376,"TEMP|1|6"
3377,"TEMP|1|2"
3378,"TEMP|1|6"
3391,"TEMP|1|6"
3396,"TEMP|1|6"
3398,"TEMP|2|1"
3401,"TEMP|1|6"
3402,"TEMP|1|5"
3413,"TEMP|1|2"
3415,"TEMP|1|6"
3422,"TEMP|2|1"
3424,"TEMP|1|6"
3427,"TEMP|1|6"
3429,"TEMP|1|6"
3434,"TEMP|2|1"
3435,"TEMP|1|5"
3436,"TEMP|2|1"
3442,"TEMP|1|6"
3451,"TEMP|1|6"
3454,"TEMP|1|6"
3458,"TEMP|1|6"
3476,"TEMP|1|6"
3478,"TEMP|2|1"
3479,"TEMP|1|6"
3490,"TEMP|2|1"
3492,"TEMP|1|6"
3501,"TEMP|1|6"
3502,"TEMP|1|6"
3503,"TEMP|1|6"
3504,"TEMP|2|1"
3513,"TEMP|1|6"
3514,"TEMP|2|1"
3527,"TEMP|1|6"
3533,"TEMP|1|6"
3538,"TEMP|1|6"
3549,"TEMP|1|6"
3553,"TEMP|2|1"
3560,"TEMP|2|1"
3563,"TEMP|1|5"
3572,"TEMP|1|6"
3576,"TEMP|2|2"
3577,"TEMP|1|6"
3586,"TEMP|1|6"
3589,"TEMP|1|6"
3598,"TEMP|1|6"
3600,"TEMP|1|5"
3603,"TEMP|1|6"
3609,"TEMP|1|5"
3611,"TEMP|1|6"
3613,"TEMP|1|6"
3622,"TEMP|1|6"
3624,"TEMP|1|6"
3629,"TEMP|1|5"
3630,"TEMP|1|6"
3637,"TEMP|1|6"
3649,"TEMP|1|6"
3654,"TEMP|1|6"
3655,"TEMP|1|6"
3656,"TEMP|1|1"
3659,"TEMP|2|1"
3662,"TEMP|1|6"
3665,"TEMP|1|6"
3667,"TEMP|1|6"
3677,"TEMP|1|6"
3681,"TEMP|1|6"
3687,"TEMP|1|6"
3699,"TEMP|1|6"
3703,"TEMP|1|6"
3706,"TEMP|1|6"
3711,"TEMP|2|2"
3714,"TEMP|1|1"
3724,"TEMP|1|6"
3729,"TEMP|1|5"
3733,"TEMP|1|6"
3741,"TEMP|2|3"
3744,"TEMP|2|2"
3755,"TEMP|1|6"
3756,"TEMP|1|6"
3757,"TEMP|1|1"
3758,"TEMP|1|6"
3759,"TEMP|1|6"
3765,"TEMP|1|6"
3768,"TEMP|1|6"
3770,"TEMP|1|6"
3774,"TEMP|1|6"
3775,"TEMP|1|6"
3782,"TEMP|2|2"
3783,"TEMP|2|1"
3787,"TEMP|1|6"
3788,"TEMP|1|6"
3789,"TEMP|1|5"
3793,"TEMP|1|6"
3799,"TEMP|1|6"
3800,"TEMP|1|6"
3802,"TEMP|1|6"
3811,"TEMP|1|6"
3815,"TEMP|1|6"
3821,"TEMP|1|6"
3823,"TEMP|1|6"
3826,"TEMP|1|6"
3827,"TEMP|1|6"
3829,"TEMP|1|6"
3831,"TEMP|1|5"
3833,"TEMP|1|6"
3835,"TEMP|1|6"
3837,"TEMP|1|5"
3839,"TEMP|2|2"
3842,"TEMP|1|6"
3843,"TEMP|2|2"
3850,"TEMP|2|2"
3863,"TEMP|1|5"
3865,"TEMP|2|1"
3867,"TEMP|1|2"
3871,"TEMP|1|6"
3872,"TEMP|1|6"
3876,"TEMP|1|6"
3878,"TEMP|1|6"
3886,"TEMP|1|6"
3887,"TEMP|1|6"
3892,"TEMP|1|1"
3897,"TEMP|1|6"
3901,"TEMP|1|6"
3903,"TEMP|2|1"
3910,"TEMP|1|5"
3913,"TEMP|1|6"
3917,"TEMP|2|2"
3919,"TEMP|1|5"
3921,"TEMP|1|6"
3925,"TEMP|1|6"
3933,"TEMP|1|6"
3935,"TEMP|1|6"
3945,"TEMP|1|6"
3947,"TEMP|1|6"
3955,"TEMP|1|6"
3971,"TEMP|1|6"
3974,"TEMP|2|1"
3984,"TEMP|1|6"
3991,"TEMP|2|1"
3993,"TEMP|1|6"
4002,"TEMP|1|6"
4007,"TEMP|1|6"
4017,"TEMP|1|6"
4021,"TEMP|1|6"
4023,"TEMP|1|6"
4025,"TEMP|1|6"
4030,"TEMP|1|6"
4031,"TEMP|1|6"
4035,"TEMP|1|6"
4039,"TEMP|1|6"
4041,"TEMP|1|6"
4045,"TEMP|1|6"
4047,"TEMP|1|3"
4048,"TEMP|1|6"
4051,"TEMP|1|6"
4053,"TEMP|1|6"
4059,"TEMP|1|6"
4062,"TEMP|1|2"
4070,"TEMP|1|6"
4071,"TEMP|1|6"
4078,"TEMP|1|6"
4084,"TEMP|2|1"
4086,"TEMP|1|6"
4088,"TEMP|1|6"
4090,"TEMP|1|6"
4104,"TEMP|1|6"
4106,"TEMP|1|6"
4111,"TEMP|1|6"
4122,"TEMP|1|6"
4123,"TEMP|1|6"
4127,"TEMP|1|6"
4128,"TEMP|1|6"
4133,"TEMP|1|5"
4146,"TEMP|1|6"
4148,"TEMP|1|6"
4149,"TEMP|1|6"
4154,"TEMP|1|6"
4163,"TEMP|1|6"
4166,"TEMP|1|6"
4167,"TEMP|1|6"
4169,"TEMP|2|3"
4170,"TEMP|1|6"
4172,"TEMP|1|5"
4176,"TEMP|1|5"
4183,"TEMP|1|6"
4185,"TEMP|1|6"
4192,"TEMP|1|6"
4195,"TEMP|2|2"
4199,"TEMP|1|6"
4202,"TEMP|1|6"
4203,"TEMP|1|6"
4204,"TEMP|1|6"
4212,"TEMP|1|6"
4213,"TEMP|1|5"
4216,"TEMP|1|6"
4223,"TEMP|1|6"
4228,"TEMP|1|6"
4230,"TEMP|2|1"
4236,"TEMP|1|6"
4242,"TEMP|1|6"
4243,"TEMP|1|6"
4251,"TEMP|1|6"
4254,"TEMP|1|6"
4260,"TEMP|1|6"
4264,"TEMP|1|6"
4266,"TEMP|1|6"
4278,"TEMP|1|6"
4282,"TEMP|1|6"
4284,"TEMP|1|5"
4289,"TEMP|1|6"
4291,"TEMP|1|6"
4293,"TEMP|1|6"
4294,"TEMP|1|6"
4297,"TEMP|1|6"
4305,"TEMP|1|6"
4310,"TEMP|1|1"
4322,"TEMP|2|1"
4327,"TEMP|1|6"
4328,"TEMP|1|6"
4336,"TEMP|1|6"
4338,"TEMP|1|6"
4341,"TEMP|2|1"
4342,"TEMP|1|6"
4345,"TEMP|1|6"
4353,"TEMP|2|1"
4360,"TEMP|1|6"
4363,"TEMP|1|6"
4367,"TEMP|1|6"
4371,"TEMP|1|1"
4384,"TEMP|1|6"
4386,"TEMP|1|2"
4387,"TEMP|1|6"
4398,"TEMP|1|6"
4405,"TEMP|1|6"
4412,"TEMP|1|6"
4428,"TEMP|1|6"
4444,"TEMP|1|6"
4447,"TEMP|1|6"
4451,"TEMP|1|6"
4454,"TEMP|1|6"
