"PERSON_ID","Job_42","insee","SEX","IS_STUDENT","household_type","AGE_2018","activity_type","Highest_diploma","target"
109,"csp_4_2","01035","Male",FALSE,"TYPEMR_4_1",31,"act-1-1","EDUC1.8",79.4924
110,"csp_8_5","01036","Female",FALSE,"TYPEMR_4_2",37,"act-2-4","EDUC1.3",75.438
112,"csp_7_1","01036","Male",FALSE,"TYPEMR_3_1",76,"act-2-1","EDUC1.1",100.5162
114,"csp_7_7","01041","Female",FALSE,"TYPEMR_4_4",98,"act-2-1","EDUC1.4",89.8386
115,"csp_5_2","01043","Male",FALSE,"TYPEMR_1_1",47,"act-1-1","EDUC1.3",78.2131
116,"csp_6_8","01043","Male",FALSE,"TYPEMR_4_1",36,"act-1-1","EDUC1.5",80.3029
119,"csp_1_1","01043","Female",FALSE,"TYPEMR_4_3",65,"act-1-1","EDUC1.2",105.2528
120,"csp_4_8","01043","Female",FALSE,"TYPEMR_3_2",38,"act-1-1","EDUC1.2",77.1573
121,"csp_6_8","01044","Male",FALSE,"TYPEMR_4_2",35,"act-1-1","EDUC3",87.9426
123,"csp_5_6","01046","Female",FALSE,"TYPEMR_4_2",23,"act-1-2","EDUC3",76.6473
126,"csp_7_2","01049","Female",FALSE,"TYPEMR_1_2",97,"act-2-1","EDUC1.1",71.8371
127,"csp_8_4","01049","Male",TRUE,"TYPEMR_4_1",23,"act-2-2","EDUC1.7",82.0326
128,"csp_4_6","01049","Male",FALSE,"TYPEMR_4_1",52,"act-1-1","EDUC1.5",83.5417
131,"csp_4_3","01050","Female",FALSE,"TYPEMR_4_1",35,"act-1-1","EDUC1.6",90.9007
132,"csp_7_4","01052","Male",FALSE,"TYPEMR_4_4",66,"act-2-1","EDUC1.8",84.8735
134,"csp_7_2","01053","Female",FALSE,"TYPEMR_1_2",69,"act-2-1","EDUC1.4",71.5977
136,"csp_7_2","01053","Female",FALSE,"TYPEMR_1_2",85,"act-2-1","EDUC1.1",66.3844
139,"csp_6_7","01053","Male",FALSE,"TYPEMR_4_1",39,"act-1-1","EDUC1.3",86.3413
140,"csp_4_6","01053","Female",FALSE,"TYPEMR_4_3",64,"act-1-1","EDUC1.2",78.4952
141,"csp_7_5","01053","Female",FALSE,"TYPEMR_4_2",64,"act-2-1","EDUC1.4",79.3364
142,"csp_7_7","01053","Female",FALSE,"TYPEMR_1_2",79,"act-2-1","EDUC2",88.5623
146,"csp_4_6","01053","Female",FALSE,"TYPEMR_4_3",36,"act-1-1","EDUC1.4",82.0512
147,"csp_7_7","01053","Female",FALSE,"TYPEMR_4_4",76,"act-2-1","EDUC1.3",81.9446
148,"csp_7_7","01053","Female",FALSE,"TYPEMR_4_4",72,"act-2-1","EDUC1.1",75.1124
149,"csp_8_4","01053","Male",TRUE,"TYPEMR_1_1",20,"act-2-2","EDUC1.5",70.5764
152,"csp_7_2","01053","Male",FALSE,"TYPEMR_4_4",83,"act-2-1","EDUC1.1",70.4095
153,"csp_8_4","01053","Female",TRUE,"TYPEMR_4_1",16,"act-2-2","EDUC1.2",87.8488
154,"csp_4_7","01053","Male",FALSE,"TYPEMR_4_1",43,"act-1-1","EDUC1.3",67.449
156,"csp_7_7","01053","Female",FALSE,"TYPEMR_1_2",71,"act-2-1","EDUC1.3",78.0718
162,"csp_2_1","01053","Male",FALSE,"TYPEMR_4_2",30,"act-1-1","EDUC1.3",73.052
164,"csp_6_2","01053","Male",FALSE,"TYPEMR_3_2",48,"act-1-1","EDUC2",93.2922
165,"csp_2_2","01053","Male",FALSE,"TYPEMR_4_1",50,"act-1-1","EDUC1.7",68.3301
167,"csp_3_4","01053","Male",FALSE,"TYPEMR_4_1",44,"act-1-1","EDUC1.7",76.304
169,"csp_7_7","01053","Female",FALSE,"TYPEMR_1_2",77,"act-2-1","EDUC1.1",71.8958
171,"csp_8_6","01053","Male",FALSE,"TYPEMR_3_1",63,"act-2-1","EDUC1",103.5351
174,"csp_7_2","01053","Female",FALSE,"TYPEMR_4_4",64,"act-2-1","EDUC1.2",85.4731
175,"csp_6_7","01053","Male",FALSE,"TYPEMR_4_1",30,"act-1-1","EDUC1.8",68.779
180,"csp_5_2","01053","Female",FALSE,"TYPEMR_1_2",41,"act-1-1","EDUC1.5",64.7447
181,"csp_6_7","01053","Female",FALSE,"TYPEMR_4_1",45,"act-1-1","EDUC1.3",80.7602
182,"csp_2_1","01053","Male",FALSE,"TYPEMR_4_1",49,"act-1-1","EDUC1.3",77.6901
183,"csp_7_8","01053","Female",FALSE,"TYPEMR_1_2",83,"act-2-1","EDUC2",87.5127
185,"csp_8_5","01053","Male",TRUE,"TYPEMR_4_1",16,"act-2-2","EDUC3",70.7649
186,"csp_8_6","01053","Female",FALSE,"TYPEMR_4_4",84,"act-2-4","EDUC1.3",69.7289
188,"csp_5_4","01053","Female",FALSE,"TYPEMR_4_1",42,"act-1-1","EDUC1.3",67.162
190,"csp_7_8","01053","Male",FALSE,"TYPEMR_4_4",64,"act-2-1","EDUC1.3",82.6186
191,"csp_5_2","01053","Female",FALSE,"TYPEMR_4_1",58,"act-1-1","EDUC1.3",75.3348
193,"csp_4_2","01053","Female",FALSE,"TYPEMR_4_1",41,"act-1-1","EDUC1.6",85.197
194,"csp_5_6","01053","Female",FALSE,"TYPEMR_1_2",51,"act-1-1","EDUC1.4",81.1911
196,"csp_6_8","01053","Female",TRUE,"TYPEMR_4_1",20,"act-1-1","EDUC1.5",84.9363
197,"csp_5_5","01053","Female",FALSE,"TYPEMR_4_4",35,"act-1-1","EDUC1.4",68.0564
198,"csp_4_6","01053","Female",FALSE,"TYPEMR_1_2",61,"act-1-1","EDUC1.3",75.5078
200,"csp_5_2","01053","Female",FALSE,"TYPEMR_4_1",45,"act-1-1","EDUC1.4",74.4538
201,"csp_5_5","01053","Male",FALSE,"TYPEMR_4_1",29,"act-1-1","EDUC1.3",83.0252
204,"csp_7_7","01053","Male",FALSE,"TYPEMR_4_4",71,"act-2-1","EDUC1.2",98.3651
206,"csp_5_6","01060","Male",FALSE,"TYPEMR_4_3",42,"act-1-2","EDUC1.3",87.9205
207,"csp_7_7","01061","Female",FALSE,"TYPEMR_4_4",76,"act-2-1","EDUC1.3",88.06
208,"csp_7_7","01061","Female",FALSE,"TYPEMR_4_4",84,"act-2-1","EDUC3",81.3195
209,"csp_4_6","01061","Female",FALSE,"TYPEMR_4_4",57,"act-1-2","EDUC1.4",77.7022
211,"csp_3_1","01062","Male",FALSE,"TYPEMR_4_2",60,"act-1-1","EDUC1.8",48.9458
213,"csp_4_5","01062","Male",FALSE,"TYPEMR_4_2",54,"act-1-1","EDUC1.7",63.1754
215,"csp_4_3","01064","Female",FALSE,"TYPEMR_1_2",56,"act-1-1","EDUC1.6",68.3083
216,"csp_7_5","01064","Male",FALSE,"TYPEMR_4_4",64,"act-2-1","EDUC1.5",83.5633
218,"csp_4_6","01065","Male",FALSE,"TYPEMR_1_1",57,"act-1-2","EDUC1.3",83.7759
219,"csp_7_7","01068","Female",FALSE,"TYPEMR_4_4",64,"act-2-1","EDUC1.3",89.5076
220,"csp_7_8","01069","Male",FALSE,"TYPEMR_4_4",87,"act-2-1","EDUC2",98.9041
221,"csp_7_5","01069","Male",FALSE,"TYPEMR_2_0",96,"act-2-1","EDUC1.4",74.1936
222,"csp_4_8","01071","Male",FALSE,"TYPEMR_4_1",50,"act-1-1","EDUC1.3",72.7778
226,"csp_7_2","01071","Female",FALSE,"TYPEMR_1_2",71,"act-2-1","EDUC1.1",69.9642
227,"csp_7_5","01071","Female",FALSE,"TYPEMR_1_2",78,"act-2-1","EDUC1.3",80.023
230,"csp_6_3","01072","Male",FALSE,"TYPEMR_4_2",31,"act-1-1","EDUC1.3",90.6673
231,"csp_4_8","01072","Male",FALSE,"TYPEMR_4_2",58,"act-1-1","EDUC1.3",64.4042
232,"csp_5_6","01073","Female",FALSE,"TYPEMR_4_1",52,"act-1-1","EDUC3",100.8371
242,"csp_4_3","01078","Female",FALSE,"TYPEMR_3_2",51,"act-1-1","EDUC1.8",64.381
248,"csp_7_2","01089","Male",FALSE,"TYPEMR_4_4",82,"act-2-1","EDUC1.1",76.6867
253,"csp_7_8","01093","Female",FALSE,"TYPEMR_1_2",88,"act-2-1","EDUC1.4",79.0644
257,"csp_6_2","01093","Male",FALSE,"TYPEMR_4_2",32,"act-1-1","EDUC1.3",100.2997
259,"csp_7_4","01093","Male",FALSE,"TYPEMR_4_4",67,"act-2-1","EDUC1.8",76.3579
261,"csp_5_5","01093","Male",FALSE,"TYPEMR_4_1",50,"act-1-1","EDUC1.3",83.1119
263,"csp_3_1","01093","Female",FALSE,"TYPEMR_4_1",48,"act-1-1","EDUC1.7",75.4325
264,"csp_6_4","01093","Male",FALSE,"TYPEMR_4_1",52,"act-1-1","EDUC2",87.4568
267,"csp_7_2","01093","Female",FALSE,"TYPEMR_1_2",85,"act-2-1","EDUC1.1",64.0831
268,"csp_3_4","01093","Male",FALSE,"TYPEMR_1_1",31,"act-1-1","EDUC1.9",66.6378
269,"csp_5_2","01098","Female",FALSE,"TYPEMR_4_1",25,"act-1-1","EDUC1.3",114.2656
274,"csp_3_4","01102","Male",FALSE,"TYPEMR_4_1",59,"act-1-1","EDUC1.8",91.0361
275,"csp_4_6","01103","Female",FALSE,"TYPEMR_4_1",40,"act-1-1","EDUC1.8",71.0419
278,"csp_6_8","01105","Male",FALSE,"TYPEMR_1_1",43,"act-1-1","EDUC2",75.7636
279,"csp_7_5","01105","Female",FALSE,"TYPEMR_4_4",77,"act-2-1","EDUC2",93.0508
283,"csp_3_8","01108","Male",FALSE,"TYPEMR_4_1",33,"act-1-1","EDUC1.8",52.5591
285,"csp_7_8","01108","Male",FALSE,"TYPEMR_3_2",66,"act-2-1","EDUC1.3",73.9991
286,"csp_2_2","01108","Male",FALSE,"TYPEMR_4_1",55,"act-1-1","EDUC1.3",84.8479
289,"csp_6_7","01109","Male",FALSE,"TYPEMR_1_1",35,"act-1-1","EDUC2",84.794
291,"csp_8_4","01112","Female",TRUE,"TYPEMR_4_1",16,"act-2-2","EDUC3",77.9084
293,"csp_5_5","01113","Male",TRUE,"TYPEMR_4_1",24,"act-1-1","EDUC1.4",76.591
294,"csp_7_7","01113","Male",FALSE,"TYPEMR_4_4",78,"act-2-1","EDUC1.1",84.0044
298,"csp_6_8","01115","Male",FALSE,"TYPEMR_4_1",31,"act-1-1","EDUC1.3",79.8392
302,"csp_8_4","01118","Male",TRUE,"TYPEMR_4_1",17,"act-2-2","EDUC1.2",95.1147
304,"csp_8_4","01123","Male",TRUE,"TYPEMR_4_1",16,"act-2-2","EDUC1.2",95.3936
306,"csp_8_6","01124","Female",FALSE,"TYPEMR_4_4",66,"act-2-4","EDUC1.6",77.4804
307,"csp_7_7","01130","Female",FALSE,"TYPEMR_4_4",62,"act-2-1","EDUC1.2",101.2738
312,"csp_2_2","01134","Female",FALSE,"TYPEMR_4_1",40,"act-1-1","EDUC1.3",93.6285
313,"csp_7_2","01135","Female",FALSE,"TYPEMR_1_2",78,"act-2-1","EDUC1.4",78.6877
314,"csp_8_5","01135","Male",TRUE,"TYPEMR_4_1",15,"act-2-2","EDUC3",77.4653
316,"csp_2_2","01135","Male",FALSE,"TYPEMR_4_1",43,"act-1-1","EDUC1.5",89.4746
318,"csp_8_5","01140","Female",TRUE,"TYPEMR_4_1",17,"act-2-2","EDUC3",77.5561
319,"csp_7_1","01142","Female",FALSE,"TYPEMR_4_4",80,"act-2-1","EDUC1.1",94.0405
320,"csp_6_3","01142","Male",FALSE,"TYPEMR_4_3",59,"act-1-2","EDUC1.3",98.8621
323,"csp_4_6","01143","Male",FALSE,"TYPEMR_4_1",59,"act-1-1","EDUC3",71.7743
324,"csp_7_8","01143","Male",FALSE,"TYPEMR_1_1",70,"act-2-1","EDUC1.3",92.4953
326,"csp_4_6","01143","Female",FALSE,"TYPEMR_4_1",55,"act-1-1","EDUC1.4",80.2229
331,"csp_7_8","01143","Male",FALSE,"TYPEMR_4_4",72,"act-2-1","EDUC1.3",88.8635
333,"csp_3_4","01145","Male",FALSE,"TYPEMR_3_1",51,"act-1-1","EDUC1.7",86.0178
334,"csp_7_1","01146","Female",FALSE,"TYPEMR_1_2",74,"act-2-1","EDUC1.3",93.7597
335,"csp_3_3","01147","Female",FALSE,"TYPEMR_1_2",53,"act-1-1","EDUC1.8",74.8085
337,"csp_3_3","01148","Male",FALSE,"TYPEMR_4_1",49,"act-1-1","EDUC1.7",75.4184
340,"csp_7_5","01149","Male",FALSE,"TYPEMR_1_1",66,"act-2-1","EDUC1.3",89.5452
341,"csp_2_2","01150","Male",FALSE,"TYPEMR_4_1",58,"act-1-1","EDUC1.6",76.189
342,"csp_7_8","01151","Male",FALSE,"TYPEMR_4_4",88,"act-2-1","EDUC1.3",89.9253
343,"csp_7_8","01151","Male",FALSE,"TYPEMR_4_4",72,"act-2-1","EDUC2",98.526
347,"csp_6_8","01153","Male",FALSE,"TYPEMR_4_1",58,"act-1-1","EDUC1.3",89.9653
350,"csp_7_7","01153","Female",FALSE,"TYPEMR_1_2",79,"act-2-1","EDUC1",85.7252
356,"csp_6_2","01157","Female",FALSE,"TYPEMR_4_1",43,"act-1-1","EDUC1.3",90.1706
357,"csp_4_3","01157","Female",FALSE,"TYPEMR_4_1",32,"act-1-1","EDUC1.6",84.3391
358,"csp_7_7","01157","Female",FALSE,"TYPEMR_4_4",78,"act-2-1","EDUC1.1",82.7559
359,"csp_8_5","01157","Male",TRUE,"TYPEMR_4_1",15,"act-2-2","EDUC3",78.4563
360,"csp_6_3","01158","Female",FALSE,"TYPEMR_4_1",47,"act-1-1","EDUC1.5",93.7181
364,"csp_4_6","01159","Female",FALSE,"TYPEMR_4_3",35,"act-1-1","EDUC3",73.0682
365,"csp_7_7","01159","Female",FALSE,"TYPEMR_4_4",78,"act-2-1","EDUC1.2",100.3674
369,"csp_4_5","01160","Female",FALSE,"TYPEMR_4_3",62,"act-1-1","EDUC1.5",78.1124
370,"csp_8_4","01160","Male",TRUE,"TYPEMR_4_1",19,"act-2-2","EDUC1.2",86.659
371,"csp_7_8","01160","Female",FALSE,"TYPEMR_1_2",64,"act-2-1","EDUC1.1",68.4236
372,"csp_6_7","01160","Male",FALSE,"TYPEMR_4_3",26,"act-1-2","EDUC1.4",91.2875
373,"csp_8_5","01160","Female",TRUE,"TYPEMR_4_2",40,"act-2-5","EDUC1.3",52.6621
374,"csp_6_7","01160","Male",FALSE,"TYPEMR_4_4",41,"act-1-2","EDUC3",69.2881
375,"csp_7_7","01160","Female",FALSE,"TYPEMR_4_1",64,"act-2-1","EDUC1.3",79.57
377,"csp_7_7","01163","Female",FALSE,"TYPEMR_1_2",77,"act-2-1","EDUC1.1",77.7422
378,"csp_7_2","01163","Female",FALSE,"TYPEMR_4_4",71,"act-2-1","EDUC1.6",80.2183
380,"csp_5_6","01163","Male",FALSE,"TYPEMR_1_1",29,"act-1-1","EDUC1.3",78.7105
381,"csp_7_7","01163","Female",FALSE,"TYPEMR_1_2",62,"act-2-1","EDUC1.6",82.5528
382,"csp_8_6","01163","Female",FALSE,"TYPEMR_1_2",94,"act-2-1","EDUC1.1",78.7141
383,"csp_5_6","01165","Female",FALSE,"TYPEMR_3_2",54,"act-1-1","EDUC1.3",97.1498
386,"csp_4_3","01166","Female",FALSE,"TYPEMR_4_1",44,"act-1-1","EDUC1.7",75.9041
387,"csp_6_2","01167","Male",FALSE,"TYPEMR_4_1",52,"act-1-1","EDUC1.3",88.9516
394,"csp_8_4","01173","Female",TRUE,"TYPEMR_4_1",16,"act-2-2","EDUC1.2",83.0719
398,"csp_8_4","01173","Female",TRUE,"TYPEMR_3_2",18,"act-2-2","EDUC3",51.2457
399,"csp_7_7","01173","Female",FALSE,"TYPEMR_4_4",81,"act-2-1","EDUC1.4",75.8924
400,"csp_5_5","01173","Female",FALSE,"TYPEMR_1_2",28,"act-1-2","EDUC1.7",60.002
401,"csp_7_7","01173","Female",FALSE,"TYPEMR_4_4",81,"act-2-1","EDUC1.4",75.8451
409,"csp_2_1","01173","Male",FALSE,"TYPEMR_1_1",49,"act-1-1","EDUC1.3",73.6594
410,"csp_4_7","01173","Male",FALSE,"TYPEMR_4_1",59,"act-1-1","EDUC1.3",62.6519
411,"csp_3_7","01175","Female",FALSE,"TYPEMR_4_1",46,"act-1-1","EDUC1.8",78.0143
412,"csp_8_6","01177","Female",FALSE,"TYPEMR_1_2",87,"act-2-4","EDUC3",63.0661
414,"csp_8_5","01179","Male",FALSE,"TYPEMR_2_0",29,"act-2-5","EDUC1.6",74.2963
417,"csp_7_5","01181","Male",FALSE,"TYPEMR_4_4",70,"act-2-1","EDUC1.6",87.1296
419,"csp_3_4","01183","Female",FALSE,"TYPEMR_1_2",39,"act-1-1","EDUC1.4",78.6019
421,"csp_4_6","01185","Female",FALSE,"TYPEMR_4_1",57,"act-1-1","EDUC1.5",76.6201
422,"csp_3_7","01185","Female",FALSE,"TYPEMR_4_1",48,"act-1-1","EDUC1.4",66.1606
429,"csp_3_4","01192","Male",FALSE,"TYPEMR_4_2",60,"act-1-1","EDUC1.9",67.5019
430,"csp_3_8","01192","Male",FALSE,"TYPEMR_4_1",37,"act-1-1","EDUC1.7",56.0268
435,"csp_8_6","01194","Female",FALSE,"TYPEMR_4_4",66,"act-2-4","EDUC1.7",66.2278
436,"csp_5_4","01194","Female",FALSE,"TYPEMR_1_2",98,"act-1-1","EDUC1.1",81.9488
437,"csp_6_7","01194","Male",FALSE,"TYPEMR_1_1",25,"act-1-2","EDUC1.5",84.8516
439,"csp_8_5","01194","Male",FALSE,"TYPEMR_4_3",52,"act-2-4","EDUC1.7",83.849
440,"csp_3_8","01194","Female",FALSE,"TYPEMR_4_1",37,"act-1-1","EDUC1.8",70.5867
442,"csp_4_6","01194","Female",FALSE,"TYPEMR_1_2",54,"act-1-1","EDUC1.6",73.098
448,"csp_8_4","01195","Male",TRUE,"TYPEMR_4_1",16,"act-2-2","EDUC1.2",95.2349
449,"csp_2_2","01195","Female",FALSE,"TYPEMR_3_2",41,"act-1-1","EDUC1.6",83.4328
451,"csp_4_5","01195","Female",FALSE,"TYPEMR_4_1",47,"act-1-1","EDUC1.6",76.7297
454,"csp_4_6","01200","Female",FALSE,"TYPEMR_4_1",44,"act-1-1","EDUC1.6",78.6887
455,"csp_7_2","01202","Male",FALSE,"TYPEMR_4_4",69,"act-2-1","EDUC1.4",74.6857
460,"csp_6_5","01202","Male",FALSE,"TYPEMR_4_1",37,"act-1-1","EDUC1.4",76.7843
462,"csp_3_7","01202","Male",FALSE,"TYPEMR_4_1",37,"act-1-1","EDUC1.6",71.9275
463,"csp_6_3","01202","Male",FALSE,"TYPEMR_4_1",54,"act-1-1","EDUC1.3",91.3411
466,"csp_7_5","01204","Male",FALSE,"TYPEMR_1_1",78,"act-2-1","EDUC1.5",87.0031
468,"csp_8_4","01204","Male",TRUE,"TYPEMR_4_1",17,"act-2-2","EDUC1.2",95.7213
469,"csp_7_7","01209","Female",FALSE,"TYPEMR_1_2",64,"act-2-1","EDUC1.4",85.3821
475,"csp_7_7","01213","Female",FALSE,"TYPEMR_4_4",72,"act-2-1","EDUC1.3",87.2349
477,"csp_6_4","01213","Male",FALSE,"TYPEMR_4_2",48,"act-1-1","EDUC3",77.0038
480,"csp_6_3","01227","Male",FALSE,"TYPEMR_4_2",33,"act-1-1","EDUC1.3",82.2951
482,"csp_3_7","01229","Male",FALSE,"TYPEMR_3_1",59,"act-1-1","EDUC1.2",95.9228
485,"csp_7_7","01231","Female",FALSE,"TYPEMR_1_2",93,"act-2-1","EDUC1.4",86.5413
486,"csp_8_5","01232","Male",TRUE,"TYPEMR_4_1",15,"act-2-2","EDUC3",78.3817
488,"csp_4_2","01232","Male",FALSE,"TYPEMR_4_1",41,"act-1-1","EDUC1.3",84.4308
490,"csp_7_5","01235","Male",FALSE,"TYPEMR_4_3",68,"act-2-1","EDUC1",105.5475
491,"csp_7_8","01236","Male",FALSE,"TYPEMR_4_4",69,"act-2-1","EDUC1.1",84.0307
493,"csp_3_8","01237","Male",FALSE,"TYPEMR_4_1",46,"act-1-1","EDUC1.8",68.7676
499,"csp_5_2","01238","Female",FALSE,"TYPEMR_3_2",51,"act-1-2","EDUC1.3",78.676
500,"csp_8_5","01238","Female",FALSE,"TYPEMR_3_2",63,"act-2-5","EDUC1.4",76.3625
502,"csp_8_4","01240","Male",TRUE,"TYPEMR_4_1",22,"act-2-2","EDUC3",78.1191
503,"csp_3_4","01240","Male",FALSE,"TYPEMR_4_2",72,"act-1-1","EDUC1.9",73.7874
504,"csp_7_4","01240","Male",FALSE,"TYPEMR_4_4",74,"act-2-1","EDUC1.7",80.6179
505,"csp_7_5","01240","Male",FALSE,"TYPEMR_4_4",73,"act-2-1","EDUC1.4",88.3395
507,"csp_2_1","01240","Male",FALSE,"TYPEMR_4_1",54,"act-1-1","EDUC1.4",104.4461
508,"csp_6_8","01241","Male",FALSE,"TYPEMR_4_1",61,"act-1-1","EDUC3",78.4673
510,"csp_4_2","01241","Female",FALSE,"TYPEMR_4_1",37,"act-1-1","EDUC1.8",84.7386
513,"csp_6_3","01243","Male",FALSE,"TYPEMR_4_2",42,"act-1-1","EDUC2",90.4559
514,"csp_7_7","01243","Female",FALSE,"TYPEMR_4_4",79,"act-2-1","EDUC1.1",84.1181
516,"csp_7_8","01243","Male",FALSE,"TYPEMR_4_4",72,"act-2-1","EDUC1.3",89.7496
517,"csp_5_6","01244","Female",FALSE,"TYPEMR_3_2",27,"act-1-2","EDUC1.3",70.6466
519,"csp_8_5","01244","Male",FALSE,"TYPEMR_4_3",40,"act-2-5","EDUC1.7",85.087
523,"csp_8_6","01244","Female",FALSE,"TYPEMR_3_2",95,"act-2-1","EDUC1.1",64.5261
524,"csp_7_7","01244","Female",FALSE,"TYPEMR_1_2",70,"act-2-1","EDUC1.2",87.341
525,"csp_8_4","01244","Female",TRUE,"TYPEMR_4_2",17,"act-2-2","EDUC1.2",80.0534
526,"csp_6_4","01244","Male",FALSE,"TYPEMR_4_2",48,"act-1-1","EDUC1.4",71.3638
527,"csp_4_8","01244","Male",FALSE,"TYPEMR_3_2",50,"act-1-1","EDUC3",65.0094
528,"csp_6_3","01244","Male",FALSE,"TYPEMR_4_1",31,"act-1-1","EDUC1.3",88.3367
532,"csp_7_8","01246","Female",FALSE,"TYPEMR_4_4",87,"act-2-1","EDUC1.3",89.0865
