"PERSON_ID","Sports"
1613,"FEDE|110"
1614,"FEDE|119"
1616,"FEDE|107"
1619,"FEDE|108"
1622,"FEDE|118"
1625,"FEDE|102"
1626,"FEDE|113"
1628,"FEDE|113"
1629,"FEDE|108"
1630,"FEDE|107"
1636,"FEDE|209"
1637,"FEDE|209"
1638,"FEDE|110"
1642,"FEDE|108"
1644,"FEDE|118"
1646,"FEDE|102"
1649,"FEDE|113"
1650,"FEDE|212"
1651,"FEDE|108"
1654,"FEDE|102"
1655,"FEDE|113"
1657,"FEDE|107"
1677,"FEDE|109"
1678,"FEDE|109"
1692,"FEDE|102"
1694,"FEDE|102"
1699,"FEDE|103"
1700,"FEDE|107"
1701,"FEDE|103"
1702,"FEDE|107"
1704,"FEDE|105"
1706,"FEDE|105"
1708,"FEDE|242"
1709,"FEDE|107"
1711,"FEDE|604"
1712,"FEDE|103"
1714,"FEDE|103"
1716,"FEDE|107"
1717,"FEDE|107"
1718,"FEDE|105"
1719,"FEDE|113"
1720,"FEDE|111"
1721,"FEDE|102"
1723,"FEDE|103"
1725,"FEDE|103"
1726,"FEDE|101"
1727,"FEDE|103"
1729,"FEDE|105"
1730,"FEDE|103"
1733,"FEDE|113"
1741,"FEDE|107"
1743,"FEDE|106"
1744,"FEDE|109"
1745,"FEDE|106"
1747,"FEDE|106"
1748,"FEDE|106"
1749,"FEDE|106"
1752,"FEDE|106"
1761,"FEDE|242"
1766,"FEDE|115"
1780,"FEDE|410"
1793,"FEDE|404"
1799,"FEDE|604"
1805,"FEDE|106"
1815,"FEDE|119"
1835,"FEDE|105"
1836,"FEDE|413"
1839,"FEDE|111"
1842,"FEDE|108"
1858,"FEDE|111"
1863,"FEDE|111"
1865,"FEDE|242"
1883,"FEDE|402"
1886,"FEDE|111"
1891,"FEDE|132"
1915,"FEDE|403"
1923,"FEDE|102"
1926,"FEDE|123"
1930,"FEDE|111"
1931,"FEDE|102"
1937,"FEDE|102"
1947,"FEDE|123"
1948,"FEDE|111"
1955,"FEDE|106"
1957,"FEDE|221"
1958,"FEDE|101"
1960,"FEDE|119"
1984,"FEDE|604"
1989,"FEDE|123"
1990,"FEDE|119"
1998,"FEDE|242"
2010,"FEDE|103"
2012,"FEDE|109"
2013,"FEDE|117"
2014,"FEDE|111"
2015,"FEDE|404"
2032,"FEDE|256"
2033,"FEDE|111"
2036,"FEDE|134"
2042,"FEDE|403"
2048,"FEDE|124"
2052,"FEDE|109"
2053,"FEDE|103"
2056,"FEDE|110"
2057,"FEDE|111"
2060,"FEDE|111"
2062,"FEDE|110"
2065,"FEDE|115"
2067,"FEDE|110"
2068,"FEDE|102"
2072,"FEDE|111"
2074,"FEDE|110"
2075,"FEDE|110"
2077,"FEDE|115"
2079,"FEDE|107"
2080,"FEDE|107"
2084,"FEDE|109"
2086,"FEDE|109"
2087,"FEDE|102"
2089,"FEDE|109"
2090,"FEDE|107"
2091,"FEDE|107"
2092,"FEDE|103"
2096,"FEDE|109"
2097,"FEDE|123"
2102,"FEDE|209"
2108,"FEDE|102"
2109,"FEDE|604"
2112,"FEDE|103"
2115,"FEDE|107"
2116,"FEDE|105"
2118,"FEDE|107"
2121,"FEDE|102"
2123,"FEDE|108"
2124,"FEDE|107"
2126,"FEDE|109"
2127,"FEDE|119"
2130,"FEDE|107"
2132,"FEDE|103"
2133,"FEDE|109"
2136,"FEDE|109"
2145,"FEDE|111"
2153,"FEDE|403"
2157,"FEDE|404"
2158,"FEDE|129"
2168,"FEDE|420"
2171,"FEDE|111"
2180,"FEDE|413"
2182,"FEDE|403"
2190,"FEDE|109"
2191,"FEDE|403"
2193,"FEDE|404"
2222,"FEDE|402"
2224,"FEDE|125"
2236,"FEDE|403"
2242,"FEDE|123"
2246,"FEDE|105"
2247,"FEDE|102"
2249,"FEDE|122"
2250,"FEDE|122"
2251,"FEDE|101"
2252,"FEDE|103"
2253,"FEDE|108"
2257,"FEDE|101"
2259,"FEDE|117"
2260,"FEDE|101"
2263,"FEDE|117"
2264,"FEDE|109"
2265,"FEDE|109"
2267,"FEDE|117"
2268,"FEDE|117"
2269,"FEDE|109"
2270,"FEDE|109"
2272,"FEDE|117"
2281,"FEDE|117"
2284,"FEDE|108"
2285,"FEDE|109"
2292,"FEDE|108"
2296,"FEDE|103"
2298,"FEDE|132"
2302,"FEDE|413"
2308,"FEDE|115"
2309,"FEDE|111"
2311,"FEDE|103"
2313,"FEDE|103"
2324,"FEDE|242"
2343,"FEDE|242"
2356,"FEDE|132"
2360,"FEDE|413"
2363,"FEDE|101"
2366,"FEDE|108"
2367,"FEDE|101"
2368,"FEDE|101"
2372,"FEDE|133"
2375,"FEDE|101"
2376,"FEDE|233"
2377,"FEDE|101"
2378,"FEDE|103"
2379,"FEDE|108"
2380,"FEDE|103"
2381,"FEDE|103"
2382,"FEDE|101"
2383,"FEDE|101"
2388,"FEDE|108"
2390,"FEDE|103"
2391,"FEDE|101"
2392,"FEDE|108"
2398,"FEDE|123"
2421,"FEDE|111"
2428,"FEDE|102"
2429,"FEDE|106"
2433,"FEDE|108"
2438,"FEDE|101"
2439,"FEDE|102"
2441,"FEDE|102"
2446,"FEDE|118"
2447,"FEDE|105"
2448,"FEDE|118"
2449,"FEDE|108"
2452,"FEDE|126"
2454,"FEDE|108"
2455,"FEDE|121"
2456,"FEDE|121"
2484,"FEDE|133"
2491,"FEDE|111"
2495,"FEDE|401"
2518,"FEDE|125"
2520,"FEDE|109"
2521,"FEDE|109"
2535,"FEDE|111"
2537,"FEDE|206"
2546,"FEDE|103"
2554,"FEDE|402"
2560,"FEDE|245"
2562,"FEDE|245"
2563,"FEDE|242"
2583,"FEDE|402"
2599,"FEDE|105"
2607,"FEDE|101"
2613,"FEDE|109"
2625,"FEDE|403"
2626,"FEDE|402"
2634,"FEDE|242"
2636,"FEDE|403"
2645,"FEDE|254"
2648,"FEDE|110"
2649,"FEDE|110"
2650,"FEDE|122"
2652,"FEDE|107"
2656,"FEDE|106"
2659,"FEDE|122"
2660,"FEDE|107"
2661,"FEDE|105"
2664,"FEDE|108"
2666,"FEDE|131"
2675,"FEDE|108"
2676,"FEDE|112"
2679,"FEDE|122"
2680,"FEDE|107"
2681,"FEDE|106"
2683,"FEDE|107"
2684,"FEDE|110"
2688,"FEDE|101"
2690,"FEDE|107"
2692,"FEDE|107"
2694,"FEDE|107"
2695,"FEDE|110"
2697,"FEDE|112"
2698,"FEDE|101"
2701,"FEDE|108"
2702,"FEDE|112"
2705,"FEDE|131"
2716,"FEDE|401"
2728,"FEDE|402"
2735,"FEDE|109"
2739,"FEDE|258"
2743,"FEDE|123"
2744,"FEDE|121"
2746,"FEDE|123"
2758,"FEDE|401"
2773,"FEDE|108"
2774,"FEDE|404"
2775,"FEDE|109"
2780,"FEDE|101"
2787,"FEDE|110"
2789,"FEDE|102"
2791,"FEDE|110"
2793,"FEDE|122"
2795,"FEDE|112"
2797,"FEDE|138"
2799,"FEDE|101"
2800,"FEDE|106"
2803,"FEDE|122"
2805,"FEDE|101"
2807,"FEDE|102"
2808,"FEDE|138"
2812,"FEDE|138"
2813,"FEDE|122"
2815,"FEDE|106"
2818,"FEDE|122"
2819,"FEDE|102"
2822,"FEDE|101"
2823,"FEDE|114"
2824,"FEDE|110"
2825,"FEDE|138"
2828,"FEDE|138"
2829,"FEDE|110"
2832,"FEDE|110"
2833,"FEDE|110"
2834,"FEDE|110"
2835,"FEDE|102"
2838,"FEDE|138"
2841,"FEDE|108"
2842,"FEDE|106"
2848,"FEDE|112"
2850,"FEDE|102"
2854,"FEDE|102"
2855,"FEDE|110"
2864,"FEDE|138"
2866,"FEDE|110"
2868,"FEDE|122"
2871,"FEDE|106"
2875,"FEDE|138"
2877,"FEDE|122"
2879,"FEDE|112"
2881,"FEDE|122"
2884,"FEDE|110"
2885,"FEDE|110"
2888,"FEDE|112"
2890,"FEDE|101"
2891,"FEDE|108"
2895,"FEDE|138"
2897,"FEDE|102"
2898,"FEDE|101"
2899,"FEDE|110"
2900,"FEDE|110"
2906,"FEDE|138"
2907,"FEDE|110"
2917,"FEDE|115"
2934,"FEDE|111"
2936,"FEDE|103"
2937,"FEDE|109"
2938,"FEDE|106"
2946,"FEDE|102"
2948,"FEDE|102"
2950,"FEDE|119"
2952,"FEDE|125"
2975,"FEDE|101"
2981,"FEDE|107"
2982,"FEDE|106"
2983,"FEDE|101"
2984,"FEDE|107"
2985,"FEDE|103"
2986,"FEDE|107"
2989,"FEDE|107"
2991,"FEDE|110"
2992,"FEDE|102"
2995,"FEDE|102"
2997,"FEDE|107"
2999,"FEDE|106"
3001,"FEDE|106"
3003,"FEDE|103"
3006,"FEDE|106"
3010,"FEDE|103"
3011,"FEDE|110"
3012,"FEDE|102"
3014,"FEDE|103"
3024,"FEDE|101"
3025,"FEDE|103"
3027,"FEDE|102"
3028,"FEDE|103"
3029,"FEDE|110"
3033,"FEDE|103"
3034,"FEDE|107"
3035,"FEDE|110"
3039,"FEDE|101"
3041,"FEDE|110"
3042,"FEDE|102"
3046,"FEDE|114"
3050,"FEDE|113"
3051,"FEDE|107"
3052,"FEDE|106"
3053,"FEDE|108"
3054,"FEDE|106"
3055,"FEDE|107"
3056,"FEDE|108"
3058,"FEDE|111"
3060,"FEDE|107"
3061,"FEDE|107"
3062,"FEDE|113"
3064,"FEDE|108"
3066,"FEDE|106"
3071,"FEDE|105"
3072,"FEDE|113"
3075,"FEDE|113"
3078,"FEDE|106"
3079,"FEDE|111"
3082,"FEDE|102"
3083,"FEDE|113"
3085,"FEDE|113"
3086,"FEDE|102"
3091,"FEDE|108"
3093,"FEDE|107"
3099,"FEDE|113"
3100,"FEDE|102"
3101,"FEDE|106"
3105,"FEDE|111"
3106,"FEDE|107"
3108,"FEDE|106"
3109,"FEDE|107"
3110,"FEDE|107"
3112,"FEDE|106"
3114,"FEDE|106"
3116,"FEDE|107"
3117,"FEDE|106"
3120,"FEDE|107"
3122,"FEDE|113"
3124,"FEDE|111"
3125,"FEDE|107"
3126,"FEDE|105"
3127,"FEDE|106"
3129,"FEDE|102"
3130,"FEDE|108"
3131,"FEDE|108"
3133,"FEDE|108"
3136,"FEDE|102"
3138,"FEDE|111"
3139,"FEDE|105"
3140,"FEDE|105"
3142,"FEDE|106"
3143,"FEDE|111"
3144,"FEDE|105"
3146,"FEDE|106"
3147,"FEDE|106"
3149,"FEDE|106"
3150,"FEDE|106"
3152,"FEDE|106"
3153,"FEDE|113"
3154,"FEDE|106"
3155,"FEDE|105"
3158,"FEDE|107"
3159,"FEDE|108"
3163,"FEDE|105"
3165,"FEDE|113"
3166,"FEDE|108"
3167,"FEDE|111"
3168,"FEDE|110"
3169,"FEDE|105"
3172,"FEDE|102"
3178,"FEDE|106"
3179,"FEDE|105"
3180,"FEDE|107"
3183,"FEDE|110"
3184,"FEDE|110"
3185,"FEDE|105"
3186,"FEDE|107"
3188,"FEDE|110"
3189,"FEDE|110"
3190,"FEDE|110"
3191,"FEDE|106"
3193,"FEDE|105"
3194,"FEDE|110"
3198,"FEDE|110"
3199,"FEDE|106"
3200,"FEDE|102"
3201,"FEDE|105"
3202,"FEDE|102"
3203,"FEDE|110"
3204,"FEDE|105"
3205,"FEDE|110"
3209,"FEDE|110"
3210,"FEDE|105"
3211,"FEDE|105"
3212,"FEDE|102"
3213,"FEDE|110"
3214,"FEDE|106"
3215,"FEDE|110"
3217,"FEDE|106"
3219,"FEDE|102"
3220,"FEDE|110"
3221,"FEDE|102"
3226,"FEDE|119"
3227,"FEDE|102"
3229,"FEDE|110"
3230,"FEDE|107"
3232,"FEDE|105"
3233,"FEDE|110"
3252,"FEDE|111"
3254,"FEDE|109"
3260,"FEDE|109"
3262,"FEDE|106"
3268,"FEDE|107"
3295,"FEDE|242"
3305,"FEDE|601"
3327,"FEDE|128"
3334,"FEDE|123"
3336,"FEDE|245"
3356,"FEDE|102"
3357,"FEDE|109"
3359,"FEDE|106"
3362,"FEDE|113"
3363,"FEDE|109"
3365,"FEDE|102"
3367,"FEDE|110"
3369,"FEDE|102"
3370,"FEDE|113"
3371,"FEDE|102"
3372,"FEDE|116"
3374,"FEDE|110"
3375,"FEDE|103"
3376,"FEDE|113"
3377,"FEDE|122"
3378,"FEDE|108"
3381,"FEDE|116"
3389,"FEDE|108"
3391,"FEDE|106"
3392,"FEDE|102"
3394,"FEDE|108"
3396,"FEDE|122"
3397,"FEDE|109"
3398,"FEDE|106"
3401,"FEDE|106"
3402,"FEDE|122"
3408,"FEDE|110"
3413,"FEDE|106"
3415,"FEDE|107"
3419,"FEDE|108"
3420,"FEDE|102"
3422,"FEDE|122"
3424,"FEDE|116"
3427,"FEDE|113"
3429,"FEDE|106"
3450,"FEDE|101"
3451,"FEDE|108"
3452,"FEDE|108"
3454,"FEDE|124"
3455,"FEDE|103"
3457,"FEDE|103"
3461,"FEDE|108"
3463,"FEDE|201"
3466,"FEDE|103"
3467,"FEDE|108"
3469,"FEDE|101"
3471,"FEDE|109"
3472,"FEDE|109"
3474,"FEDE|111"
3476,"FEDE|116"
3478,"FEDE|124"
3479,"FEDE|111"
3480,"FEDE|101"
3485,"FEDE|103"
3489,"FEDE|245"
3490,"FEDE|113"
3491,"FEDE|245"
3492,"FEDE|107"
3498,"FEDE|107"
3501,"FEDE|107"
3502,"FEDE|113"
3503,"FEDE|107"
3504,"FEDE|113"
3506,"FEDE|245"
3510,"FEDE|107"
3512,"FEDE|111"
3513,"FEDE|110"
3514,"FEDE|103"
3518,"FEDE|115"
3519,"FEDE|245"
3521,"FEDE|103"
3525,"FEDE|103"
3527,"FEDE|103"
3546,"FEDE|242"
3549,"FEDE|105"
3552,"FEDE|103"
3553,"FEDE|103"
3555,"FEDE|103"
3557,"FEDE|103"
3558,"FEDE|117"
3559,"FEDE|103"
3560,"FEDE|113"
3563,"FEDE|102"
3564,"FEDE|103"
3566,"FEDE|102"
3572,"FEDE|103"
3576,"FEDE|105"
3577,"FEDE|102"
3579,"FEDE|117"
3582,"FEDE|102"
3586,"FEDE|131"
3587,"FEDE|103"
3589,"FEDE|131"
3590,"FEDE|131"
3598,"FEDE|228"
3599,"FEDE|228"
3600,"FEDE|203"
3603,"FEDE|112"
3604,"FEDE|112"
3605,"FEDE|209"
3607,"FEDE|209"
3609,"FEDE|209"
3611,"FEDE|203"
3613,"FEDE|209"
3616,"FEDE|103"
3622,"FEDE|112"
3624,"FEDE|131"
3625,"FEDE|209"
3627,"FEDE|209"
3629,"FEDE|112"
3630,"FEDE|131"
3631,"FEDE|112"
3633,"FEDE|112"
3637,"FEDE|131"
3638,"FEDE|108"
3646,"FEDE|131"
3647,"FEDE|105"
3649,"FEDE|103"
3650,"FEDE|131"
3653,"FEDE|105"
3654,"FEDE|112"
3655,"FEDE|103"
3656,"FEDE|112"
3659,"FEDE|103"
3660,"FEDE|103"
3662,"FEDE|131"
3665,"FEDE|105"
3667,"FEDE|228"
3670,"FEDE|228"
3672,"FEDE|103"
3677,"FEDE|203"
3680,"FEDE|108"
3681,"FEDE|131"
3682,"FEDE|105"
3684,"FEDE|103"
3685,"FEDE|228"
3686,"FEDE|103"
3687,"FEDE|138"
3698,"FEDE|103"
3699,"FEDE|138"
3701,"FEDE|103"
3703,"FEDE|213"
3704,"FEDE|103"
3706,"FEDE|228"
3707,"FEDE|105"
3708,"FEDE|103"
3709,"FEDE|213"
3711,"FEDE|138"
3714,"FEDE|112"
3715,"FEDE|103"
3718,"FEDE|108"
3719,"FEDE|138"
3724,"FEDE|213"
3725,"FEDE|103"
3728,"FEDE|138"
3729,"FEDE|209"
3733,"FEDE|131"
3735,"FEDE|105"
3741,"FEDE|228"
3743,"FEDE|105"
3744,"FEDE|213"
3746,"FEDE|138"
3748,"FEDE|138"
3750,"FEDE|131"
3753,"FEDE|201"
3755,"FEDE|131"
3756,"FEDE|209"
3757,"FEDE|209"
3758,"FEDE|228"
3759,"FEDE|203"
3762,"FEDE|108"
3764,"FEDE|209"
3765,"FEDE|213"
3768,"FEDE|131"
3769,"FEDE|103"
3770,"FEDE|112"
3774,"FEDE|203"
3775,"FEDE|131"
3777,"FEDE|105"
3778,"FEDE|203"
3780,"FEDE|138"
3782,"FEDE|203"
3783,"FEDE|203"
3785,"FEDE|105"
3787,"FEDE|138"
3788,"FEDE|131"
3789,"FEDE|112"
3791,"FEDE|103"
3792,"FEDE|138"
3793,"FEDE|131"
3795,"FEDE|228"
3796,"FEDE|209"
3798,"FEDE|103"
3799,"FEDE|213"
3800,"FEDE|131"
3802,"FEDE|209"
3805,"FEDE|103"
3808,"FEDE|103"
3811,"FEDE|228"
3812,"FEDE|108"
3813,"FEDE|108"
3814,"FEDE|201"
3815,"FEDE|131"
3820,"FEDE|103"
3821,"FEDE|203"
3823,"FEDE|103"
3826,"FEDE|228"
3827,"FEDE|203"
3828,"FEDE|112"
3829,"FEDE|131"
3831,"FEDE|203"
3833,"FEDE|213"
3834,"FEDE|201"
3835,"FEDE|112"
3837,"FEDE|203"
3839,"FEDE|228"
3842,"FEDE|131"
3843,"FEDE|213"
3849,"FEDE|105"
3850,"FEDE|203"
3851,"FEDE|105"
3855,"FEDE|203"
3858,"FEDE|105"
3863,"FEDE|209"
3865,"FEDE|209"
3866,"FEDE|213"
3867,"FEDE|112"
3868,"FEDE|103"
3870,"FEDE|103"
3871,"FEDE|112"
3872,"FEDE|131"
3876,"FEDE|213"
3878,"FEDE|228"
3882,"FEDE|103"
3886,"FEDE|209"
3887,"FEDE|138"
3892,"FEDE|112"
3895,"FEDE|103"
3897,"FEDE|112"
3898,"FEDE|103"
3900,"FEDE|105"
3901,"FEDE|131"
3903,"FEDE|228"
3907,"FEDE|103"
3910,"FEDE|131"
3913,"FEDE|203"
3914,"FEDE|103"
3916,"FEDE|103"
3917,"FEDE|131"
3919,"FEDE|213"
3921,"FEDE|203"
3925,"FEDE|203"
3928,"FEDE|103"
3929,"FEDE|103"
3933,"FEDE|213"
3935,"FEDE|131"
3941,"FEDE|108"
3945,"FEDE|213"
3947,"FEDE|131"
3955,"FEDE|213"
3956,"FEDE|105"
3960,"FEDE|103"
3961,"FEDE|103"
3962,"FEDE|103"
3964,"FEDE|209"
3965,"FEDE|112"
3967,"FEDE|112"
3968,"FEDE|213"
3971,"FEDE|228"
3973,"FEDE|103"
3974,"FEDE|131"
3977,"FEDE|103"
3978,"FEDE|105"
3980,"FEDE|201"
3982,"FEDE|201"
3984,"FEDE|103"
3985,"FEDE|203"
3987,"FEDE|112"
3990,"FEDE|105"
3991,"FEDE|203"
3993,"FEDE|131"
3995,"FEDE|209"
3997,"FEDE|108"
3998,"FEDE|103"
4002,"FEDE|138"
4003,"FEDE|201"
4004,"FEDE|131"
4005,"FEDE|103"
4007,"FEDE|228"
4008,"FEDE|103"
4009,"FEDE|103"
4012,"FEDE|103"
4013,"FEDE|203"
4014,"FEDE|108"
4015,"FEDE|103"
4016,"FEDE|138"
4017,"FEDE|203"
4018,"FEDE|138"
4019,"FEDE|108"
4021,"FEDE|209"
4022,"FEDE|201"
4023,"FEDE|131"
4025,"FEDE|131"
4026,"FEDE|105"
4029,"FEDE|108"
4030,"FEDE|203"
4031,"FEDE|203"
4032,"FEDE|105"
4033,"FEDE|103"
4035,"FEDE|213"
4036,"FEDE|138"
4039,"FEDE|213"
4041,"FEDE|131"
4042,"FEDE|103"
4045,"FEDE|131"
4046,"FEDE|112"
4047,"FEDE|209"
4048,"FEDE|228"
4051,"FEDE|203"
4052,"FEDE|103"
4053,"FEDE|131"
4054,"FEDE|105"
4057,"FEDE|201"
4059,"FEDE|138"
4061,"FEDE|213"
4062,"FEDE|203"
4069,"FEDE|245"
4084,"FEDE|121"
4086,"FEDE|420"
4104,"FEDE|125"
4111,"FEDE|111"
4118,"FEDE|125"
4122,"FEDE|101"
4123,"FEDE|102"
4125,"FEDE|125"
4126,"FEDE|109"
4127,"FEDE|102"
4128,"FEDE|111"
4132,"FEDE|123"
4133,"FEDE|107"
4134,"FEDE|125"
4137,"FEDE|117"
4156,"FEDE|115"
4189,"FEDE|109"
4192,"FEDE|106"
4195,"FEDE|113"
4199,"FEDE|136"
4202,"FEDE|113"
4203,"FEDE|136"
4204,"FEDE|106"
4208,"FEDE|102"
4212,"FEDE|102"
4213,"FEDE|101"
4214,"FEDE|107"
4215,"FEDE|107"
4216,"FEDE|106"
4221,"FEDE|116"
4222,"FEDE|107"
4223,"FEDE|113"
4225,"FEDE|101"
4228,"FEDE|106"
4266,"FEDE|206"
4287,"FEDE|105"
4289,"FEDE|106"
4293,"FEDE|106"
4294,"FEDE|105"
4300,"FEDE|103"
4305,"FEDE|103"
4310,"FEDE|117"
4321,"FEDE|103"
4322,"FEDE|106"
4327,"FEDE|126"
4328,"FEDE|126"
4329,"FEDE|101"
4332,"FEDE|101"
4333,"FEDE|105"
4336,"FEDE|106"
4338,"FEDE|101"
4339,"FEDE|111"
4341,"FEDE|101"
4342,"FEDE|103"
4343,"FEDE|101"
4345,"FEDE|101"
4346,"FEDE|101"
4348,"FEDE|105"
4352,"FEDE|101"
4353,"FEDE|126"
4354,"FEDE|604"
4355,"FEDE|105"
4360,"FEDE|126"
4363,"FEDE|103"
4366,"FEDE|410"
4367,"FEDE|118"
4375,"FEDE|105"
4378,"FEDE|105"
4381,"FEDE|106"
4384,"FEDE|112"
4386,"FEDE|107"
4387,"FEDE|107"
4391,"FEDE|121"
4401,"FEDE|105"
4405,"FEDE|126"
4408,"FEDE|105"
4412,"FEDE|126"
4415,"FEDE|108"
4420,"FEDE|107"
4422,"FEDE|105"
4424,"FEDE|108"
4444,"FEDE|245"
4447,"FEDE|102"
4450,"FEDE|109"
4453,"FEDE|114"
4454,"FEDE|121"
4455,"FEDE|109"
4456,"FEDE|122"
4464,"FEDE|108"
4465,"FEDE|121"
4470,"FEDE|108"
4471,"FEDE|101"
4475,"FEDE|604"
4477,"FEDE|105"
4478,"FEDE|108"
4481,"FEDE|103"
